review_id,subcategory,master_name,date,score,size,experience,verified,header,text,review_length,main_category
131,Womens-sandals,Bigmona,03/06/2024,5 star rating,Not specified,Not specified,Verified Buyer,Sized up .5 and perfect,Still trying to decide if I think they are cute or just super thick and not working for me but they feel so comfy and like good quality. Super glad I read other reviews about sizing up. I’m normally an 8. Needed an 8.5. I added a picture of an A&F shoe that I wear an 8 in for reference.,287.0,Woman's
132,Womens-sandals,Bigmona,13/08/2024,5 star rating,True to size,Not specified,Verified Buyer,Great sandal,I have the Mona and when I saw the BIGMONA I knew I needed an upgrade. Super comfortable and perfect for summer trips.,118.0,Woman's
133,Womens-sandals,Bigmona,12/09/2024,5 star rating,Too Big,Not specified,Verified Buyer,Nice and fashion !!,Nice and fashion !!,19.0,Woman's
134,Womens-sandals,Bigmona,29/08/2024,5 star rating,True to size,Not specified,Verified Buyer,These shoes are very cute,These shoes are very cute and comfortable.,42.0,Woman's
135,Womens-sandals,Bigmona,04/07/2024,3 star rating,True to size,Not specified,Verified Buyer,This is a stacked shoe,Not platform but higher than the original Mona shoe that I LOVED. I still like them but I wish I paid attention to the shoe description. Also they give a little hiss when you walk. I guess I have to break them in. But I definitely am not wearing them to the event I planned to untill they're more comfy.,303.0,Woman's
136,Womens-sandals,Bigmona,15/08/2024,5 star rating,Too Big,Not specified,Verified Buyer,Very cute! The quality of,Very cute! The quality of the sandal is high very supportive sandal.,68.0,Woman's
137,Womens-sandals,Bigmona,28/07/2024,5 star rating,True to size,Not specified,Verified Buyer,"They feel so comfortable, they","They feel so comfortable, they look super cute! They are true to size. I looking forward to buying another pair soon.",117.0,Woman's
138,Womens-sandals,Bigmona,15/08/2024,5 star rating,Small,Not specified,Verified Buyer,Perfect,It definitely runs 0.5 small. So size up. Happy I read the reviews,66.0,Woman's
139,Womens-sandals,Bigmona,30/06/2024,4 star rating,True to size,Not specified,Verified Buyer,"Super cute sandals. Great quality,","Super cute sandals. Great quality, they look great and pretty comfortable but they do make a suction noises when walking which is annoying! I’ll need to figure out what to do for that . Maybe place some bandaids on the arch of my feet .. ?!?!?",243.0,Woman's
140,Womens-sandals,Bigmona,01/08/2024,5 star rating,True to size,Not specified,Verified Reviewer,Cute and comfortable,"They are comfortable to use, good quality and cute.",51.0,Woman's
141,Womens-sandals,Bigmona,08/09/2024,5 star rating,True to size,Not specified,Unverified,Great,"Right size and beautiful shoes, thanks you Steve Madden",55.0,Woman's
142,Womens-sandals,Bigmona,20/08/2024,5 star rating,True to size,Not specified,Verified Buyer,i loved them! so stylish,i loved them! so stylish and cute!,34.0,Woman's
143,Womens-sandals,Bigmona,17/08/2024,5 star rating,True to size,Not specified,Verified Buyer,Excelent,It's comfortable I like it,26.0,Woman's
144,Womens-sandals,Bigmona,03/08/2024,5 star rating,True to size,Not specified,Verified Buyer,"Very cute, comfortable shoe. Happy","Very cute, comfortable shoe. Happy I decided to purchase!",57.0,Woman's
145,Womens-sandals,Bigmona,07/08/2024,5 star rating,True to size,Not specified,Verified Buyer,Love,Super cute and got a lot of compliments! Very comfortable,57.0,Woman's
146,Womens-sandals,Bigmona,25/06/2024,5 star rating,True to size,Not specified,Verified Buyer,Love them,"They are very pretty and so comfortable to walk around, I have a toe problem so wearing sandals that actually fit is a problem for me. But these are perfect, they cover the imperfections on my feet and look so pretty I absolutely adore them.",241.0,Woman's
147,Womens-sandals,Bigschmona,05/06/2025,5 star rating,True to size,"Value, Stylish, Quality, Comfortable",Verified Buyer,One of my new faves.,Once I adjusted the straps to my foot I really loved this shoe. At first glance I thought it was far too big but the it’s crucial to adjust this shoe. I bought in a size 7 and it fits perfectly. The shoe is heavy but not in a bad way. The quality is great and it looks good on the foot. I really love,300.0,Woman's
148,Womens-sandals,Bigschmona,01/06/2025,5 star rating,True to size,"Comfortable, Quality, Stylish",Verified Buyer,Stylish,"8. 5- True to size, sturdy but comfortable. Velcro straps make it easy to adjust to your feet. Beautiful shoes to slide on and go about your day. Looks even better in person.",174.0,Woman's
149,Womens-sandals,Bigschmona,07/06/2025,5 star rating,True to size,"Comfortable, Stylish",Verified Buyer,Stylish and Comfortable!,This is my new favorite shoe! The size is accurate and it’s very comfortable. It can be dressy and casual.,106.0,Woman's
150,Womens-sandals,Bigschmona,17/06/2025,5 star rating,True to size,"Stylish, Comfortable",Verified Buyer,Great Purchase,Loving the purse and sandals. Great purchase.,45.0,Woman's
151,Womens-sandals,Bigschmona,04/06/2025,5 star rating,True to size,"Value, Quality, Stylish, Comfortable",Verified Buyer,Cute & Comfy,These sandals are so stylish and comfortable. I’ve received lots of compliments. They also fit true to size.,108.0,Woman's
152,Womens-sandals,Bigschmona,15/04/2025,4 star rating,Too Big,Not specified,Verified Buyer,Beautiful,"Very pretty sandals; however, they are heavy and run a half size too big. They do have an adjustable velcro strap to adjust to your foot. Overall, good quality and quite comfortable. I would get them a half size smaller, though.",228.0,Woman's
153,Womens-sandals,Bigschmona,19/06/2025,5 star rating,Small,"Value, Stylish, Comfortable, Quality",Verified Buyer,Super comfy,"Love these, I sized up though.",30.0,Woman's
154,Womens-sandals,Bigschmona,14/04/2025,5 star rating,Small,Not specified,Verified Buyer,"Super cute, runs slightly small.","I ordered these in a size 8 because my usual size 7. 5 was sold out - and I'm so glad I did! The size 8 fits perfectly. They are very comfortable and cute. The top part does rub on the foot a bit, but its not terrible.",218.0,Woman's
155,Womens-sandals,Bigschmona,02/06/2025,4 star rating,True to size,Stylish,Verified Buyer,Very cute,Cute but could be more comfortable,34.0,Woman's
156,Womens-sandals,Bigschmona,12/06/2025,5 star rating,Too Big,"Comfortable, Stylish, Quality",Verified Buyer,So comfy! True to size,So comfy! True to size,22.0,Woman's
157,Womens-sandals,Bigschmona,10/06/2025,5 star rating,Too Big,"Stylish, Comfortable, Value, Quality",Verified Buyer,Beautiful and comfortable,Beautiful and comfortable,25.0,Woman's
158,Womens-sandals,Bigschmona,25/03/2025,2 star rating,Too Small,Not specified,Verified Buyer,So cute but TOO NARROW,"I love this style and wanted to keep them so badly but bc they are so narrow, if you adjust the strap you can see the Velcro and it loses its entire look. I returned them to the store to see if sizing up would help, but same issue. I don’t have a wide foot so I’m not sure who these fit.",287.0,Woman's
159,Womens-sandals,Bigschmona,14/05/2025,5 star rating,True to size,Not specified,Verified Buyer,Shoes,Love them very comfortable and goes well with some of my maxi dresses,69.0,Woman's
160,Womens-sandals,Bigschmona,19/05/2025,2 star rating,True to size,Stylish,Unverified,Uncomfortable,Very cute but extremely uncomfortable especially for wide feet,62.0,Woman's
161,Womens-sandals,Bigschmona,17/04/2025,5 star rating,True to size,Not specified,Verified Buyer,Super cute and comfy,They look better in person than on the picture. Will be purchasing more colors,78.0,Woman's
162,Womens-sandals,Bigschmona,25/03/2025,5 star rating,Not specified,Not specified,Verified Buyer,Stylish & comfy!,Love! These fit so well and are very comfortable. Love that the straps are adjustable. They are perfect! Fit true to size.,122.0,Woman's
163,Womens-sandals,Bigschmona,11/04/2025,5 star rating,Too Big,Not specified,Verified Buyer,I am obsessed with these,I am obsessed with these shoes! Adorable and comfortable.,57.0,Woman's
164,Womens-sandals,Bigschmona,10/04/2025,5 star rating,True to size,Not specified,Verified Buyer,I bought these for my,I bought these for my daughter and she loves them.,50.0,Woman's
165,Womens-sandals,Bigschmona,24/03/2025,5 star rating,True to size,Not specified,Verified Buyer,Obsessed,It’s excellent! I love and will be purchasing a pair for my mom because I love it so much!,90.0,Woman's
166,Womens-sandals,Bigschmona,26/03/2025,5 star rating,Too Big,Not specified,Verified Buyer,"Stylish and beautiful, comfortable for","Stylish and beautiful, comfortable for long walking",51.0,Woman's
167,Womens-sandals,Bigschmona,26/03/2025,5 star rating,Not specified,Not specified,Verified Buyer,In love with the black,In love with the black suede so cute and comfortable,52.0,Woman's
168,Womens-sandals,Bigschmona,27/03/2025,5 star rating,Small,Not specified,Verified Buyer,Great shoe!,Stylish and will go with a lot !,32.0,Woman's
169,Womens-sandals,Bigschmona,08/04/2025,5 star rating,True to size,Not specified,Verified Buyer,Súper Comfy and weightless,"Súper
Comfy and weightless",26.0,Woman's
170,Womens-sandals,Bigschmona,09/04/2025,5 star rating,True to size,Not specified,Verified Buyer,N/a,N/a,3.0,Woman's
171,Womens-sandals,Bigschmona,08/03/2025,5 star rating,Too Big,Not specified,Verified Buyer,Great sandals!,Great sandals!,14.0,Woman's
172,Womens-sandals,Bigschmona,25/10/2024,5 star rating,True to size,Not specified,Verified Buyer,Love Big Schmona! 2nd pair!!!,I adore this line of shoes by Steve Madden. I have two pairs of Big Mona - black & multi color and have the beige/sand and now black suede of this line. So cute! Buy them!,171.0,Woman's
173,Womens-sandals,Bigschmona,29/07/2024,3 star rating,Small,Not specified,Verified Buyer,Cute but not comfy,"I really wanted these to work, they are very stiff and have no give. I usually wear an 11 and that’s what size I purchased, but they seem a little small. Unfortunately I have wore them once so can’t return them- they also left significant marks on the top of my foot.",267.0,Woman's
174,Womens-sandals,Bigschmona,19/07/2024,5 star rating,Small,Not specified,Verified Buyer,"In LOVE, but size up!","I am obsessed with these sandals. They are so cute and comfy. I am a true 8.5 and sized up to a 9 and am so glad I did. My foot isn’t wide by any means but they are also a bit tight so I had To let some slack in the straps. I recommend sizing up, and if in between sizes maybe sizing up a full size.",299.0,Woman's
175,Womens-sandals,Bigschmona,03/08/2024,2 star rating,Too Small,Not specified,Verified Buyer,Wanted to love,I am a true size 8 with not a wide foot but the straps were too tight and when loosing the velcro showed so much it ruined the cuteness of the shoe. The shoe is super cute but not for me.,187.0,Woman's
176,Womens-sandals,Bigschmona,15/08/2024,5 star rating,True to size,Not specified,Verified Buyer,Love them,"Super comfy, super trendy! They go with everything. Perfect summer shoe!",72.0,Woman's
177,Womens-sandals,Bigschmona,01/08/2024,5 star rating,Too Big,Not specified,Verified Buyer,Amazing!,"Love, love, love! Theses sandals are so stylish and super comfortable! Wish they came in dark brown.",100.0,Woman's
178,Womens-sandals,Bigschmona,06/08/2024,5 star rating,True to size,Not specified,Verified Buyer,Love them,They look just like the picture. I haven't worn them yet,56.0,Woman's
179,Womens-sandals,Bigschmona,08/08/2024,2 star rating,Not specified,Not specified,Unverified,Not practical,"The shoe is pretty to look at but unfortunately that’s it :( 
I was excited to finally get them in but when I wore them they left the biggest blister on the top of my foot.",172.0,Woman's
180,Womens-sandals,Bigschmona,31/07/2024,3 star rating,Big,Not specified,Verified Buyer,Super cute. Not the most,Super cute. Not the most comfortable,36.0,Woman's
181,Womens-sandals,Bigschmona,06/08/2024,5 star rating,True to size,Not specified,Verified Buyer,Something the best!,Something the best!,19.0,Woman's
182,Womens-sandals,Bigschmona,13/07/2024,5 star rating,True to size,Not specified,Verified Buyer,Must have,They are super comfy & stylish,30.0,Woman's
183,Womens-sandals,Bigschmona,12/07/2024,5 star rating,True to size,Not specified,Verified Buyer,Love!!,Fit true to size. Very comfortable!,35.0,Woman's
184,Womens-sandals,Bigschmona,13/07/2024,5 star rating,True to size,Not specified,Verified Buyer,Love them!,The cutest shoe!,16.0,Woman's
185,Womens-sandals,Bigschmona,07/07/2024,3 star rating,Small,Not specified,Unverified,Cute but runs small!,Very cute shoe but had to exchange for a bigger size and still small. Size up for sure!,87.0,Woman's
186,Womens-sandals,Bigschmona,27/02/2025,5 star rating,True to size,Not specified,Verified Buyer,It’s comfortable and beautiful,It’s comfortable and beautiful,30.0,Woman's
187,Womens-sandals,Tracie,22/05/2025,5 star rating,True to size,"Value, Quality, Comfortable, Stylish",Verified Buyer,The perfect kitten heel,The quality is chefs kiss! Love the suede. The heel is a perfect height! I love a kitten heel that is also fashionable. The nude color is perfect for all seasons. The shoe does run true to size.,194.0,Woman's
188,Womens-sandals,Tracie,12/06/2025,5 star rating,True to size,"Comfortable, Stylish, Value, Quality",Verified Buyer,Love!,So comfortable and adorable! Great quality and just enough heel.,64.0,Woman's
