review_id,subcategory,master_name,date,score,size,experience,verified,header,text,review_length,main_category,bert_sentiment,bert_score,mismatch,detected_aspects,topic,topic_prob
94,Womens-sandals,Bigmona,02/03/2025,5.0,Too Big,Not specified,Verified Buyer,So versatile and comfortable!,"These sandals are so cute and feel like such great quality! I love how I can wear them all day long and not have any pain, and they go with everything!",151.0,Woman's,5.0,0.96407151222229,False,"['comfort', 'style_and_appearance', 'quality_and_material', 'type_of_shoe', 'purchase_experience', 'wearability']",3,1.0
95,Womens-sandals,Bigmona,10/03/2025,4.0,True to size,Not specified,Unverified,break them in before using,At first you have to break them in and they will absolutely hurt your feet but after they're broken in they are the most beautiful sandles ! maybe break in before using !,170.0,Woman's,5.0,0.5890068411827087,True,"['comfort', 'style_and_appearance']",8,0.5376756651798504
96,Womens-sandals,Bigmona,06/03/2025,4.0,True to size,Not specified,Verified Buyer,Beautiful Shoe!,Cute and versatile. I would give it a 5 star rating if the shoe was not heavy for my feet.,90.0,Woman's,4.0,0.842403769493103,False,"['comfort', 'style_and_appearance', 'type_of_shoe', 'meta_terms']",-1,0.0
98,Womens-sandals,Bigmona,23/02/2025,5.0,Small,Not specified,Verified Buyer,They run small and aren’t,They run small and aren’t tts. Go half a size up. The leather is really soft.,77.0,Woman's,2.0,0.5050544738769531,True,"['size_and_fit', 'comfort', 'quality_and_material']",-1,0.0
99,Womens-sandals,Bigmona,11/02/2025,4.0,True to size,Not specified,Verified Buyer,Shoes,"I like the shoes a lot. It’s comfy and stylish. It’s a good pair of shoes with pants, skirts and shorts!",104.0,Woman's,4.0,0.6097162961959839,False,"['comfort', 'style_and_appearance', 'type_of_shoe', 'wearability', 'meta_terms']",25,1.0
100,Womens-sandals,Bigmona,09/03/2025,5.0,True to size,Not specified,Verified Buyer,Great,Pretty colors and style,23.0,Woman's,4.0,0.47454705834388733,True,['style_and_appearance'],-1,0.0
102,Womens-sandals,Bigmona,27/01/2025,5.0,True to size,Not specified,Verified Buyer,Buyyy,"Love, love, love! True to size and comfortable. Can’t wait to wear them on my trip.",83.0,Woman's,5.0,0.9216223955154419,False,"['size_and_fit', 'comfort', 'purchase_experience', 'wearability', 'meta_terms']",16,0.8074412309914044
103,Womens-sandals,Bigmona,28/01/2025,5.0,True to size,Not specified,Verified Buyer,Hermosas me encantan las quiero,Hermosas me encantan las quiero todas son perfectas….,53.0,Woman's,5.0,0.9297610521316528,False,['purchase_experience'],12,0.8640518921205337
104,Womens-sandals,Bigmona,28/01/2025,5.0,Too Big,Not specified,Verified Buyer,"It’s very comfortable, but it","It’s very comfortable, but it is a bit big for me .",51.0,Woman's,4.0,0.5887982249259949,True,"['size_and_fit', 'comfort', 'meta_terms']",-1,0.0
106,Womens-sandals,Bigmona,21/09/2024,5.0,True to size,Not specified,Verified Buyer,Gorgeous Platform Sandals,"I love these shoes!! I’ve been looking for the perfect pair of platform sandals and am ecstatic about my purchase of these. They are so cute! I have wider feet so the straps are a little snug, but not uncomfortable. When I purchased them they were on back order but they arrived early.",285.0,Woman's,5.0,0.8595691323280334,False,"['size_and_fit', 'comfort', 'style_and_appearance', 'type_of_shoe', 'purchase_experience', 'specific_parts', 'delivery', 'meta_terms']",91,1.0
107,Womens-sandals,Bigmona,16/11/2024,5.0,Small,Not specified,Verified Buyer,I'm absolutely obsessed with these,These have been cute with every outfit - the different colors and textures compliments so many styles - I absolutely love them ! The only thing that could be better is if they had arch support - but otherwise perfect,216.0,Woman's,5.0,0.67963707447052,False,"['size_and_fit', 'style_and_appearance', 'purchase_experience', 'meta_terms']",-1,0.0
108,Womens-sandals,Bigmona,30/10/2024,5.0,True to size,Not specified,Verified Buyer,Requirement For Long Wide Pants,"These sandals gave me the height needed for wide structure pants not to drag on the floor (for example MYOUTFITONLINE black sweat pants). Im 5’5 so the boost is needed to fit in with medium-sized models. 
Also, measure your feet before ordering. Im a size 7.5 for heels/tight shoes but i size up to a",300.0,Woman's,5.0,0.46333274245262146,False,"['size_and_fit', 'comfort', 'style_and_appearance', 'type_of_shoe', 'meta_terms']",-1,0.0
109,Womens-sandals,Bigmona,19/11/2024,5.0,True to size,Not specified,Verified Buyer,Super cute,My first pair was in black and I love them. So I bought a colorful pair. They are very comfortable and stylish.,111.0,Woman's,5.0,0.7198737263679504,False,"['comfort', 'style_and_appearance', 'purchase_experience', 'meta_terms']",30,1.0
110,Womens-sandals,Bigmona,29/10/2024,5.0,True to size,Not specified,Verified Buyer,Not only are these the,"Not only are these the cutest shoes, they’re the most comfortable too and I get SO many compliments!!!!!! I love them so much that I bought a second pair and the ones in blue.",175.0,Woman's,5.0,0.9631621837615967,False,"['comfort', 'style_and_appearance', 'type_of_shoe', 'purchase_experience', 'meta_terms']",26,1.0
111,Womens-sandals,Bigmona,30/09/2024,3.0,Too Small,Not specified,Verified Buyer,Cute but..,"I have a thick foot and although they are Velcro, if your foot doesn’t fit in the strap size the shoe looks off to me, my foot is not that big, but definitely doesn’t fit exactly, it’s uncomfortable. When I give myself more room the strap looks off and no longer cute. Just my preference, will be",296.0,Woman's,2.0,0.5779514312744141,True,"['size_and_fit', 'comfort', 'style_and_appearance', 'type_of_shoe', 'wearability', 'specific_parts', 'meta_terms']",-1,0.0
112,Womens-sandals,Bigmona,18/09/2024,5.0,Small,Not specified,Verified Buyer,Very chic!,I love the look of these shoes! I read other reviews before buying and went with the recommendation of sizing up if you have wide feet. I’m usually a 7 and a 7.5 was perfect! Love the slight height of these shoes. It gives me some pep in my step! Definitely get these in your wardrobe!,285.0,Woman's,5.0,0.7693743705749512,False,"['size_and_fit', 'comfort', 'style_and_appearance', 'type_of_shoe', 'purchase_experience', 'meta_terms']",-1,0.0
113,Womens-sandals,Bigmona,21/10/2024,5.0,True to size,Not specified,Verified Buyer,Very impressed with the comfort,Very impressed with the comfort of the shoe! Definitely would purchase another color in this shoe.,98.0,Woman's,5.0,0.7938540577888489,False,"['comfort', 'style_and_appearance', 'type_of_shoe', 'purchase_experience']",11,1.0
115,Womens-sandals,Bigmona,12/09/2024,5.0,True to size,Not specified,Verified Buyer,Love the fabric,Absolutely love the color!! It fits my foot good even though I sized up. I wear an 11 but ordered a 12 just in case it ran small like the heels do there’s a little room but nothing to complain about. I have the beige color in a size 11 and it fits perfect.,256.0,Woman's,5.0,0.7434834837913513,False,"['size_and_fit', 'style_and_appearance', 'type_of_shoe', 'purchase_experience', 'wearability']",-1,0.0
116,Womens-sandals,Bigmona,02/09/2024,5.0,Too Big,Not specified,Verified Buyer,Very happy I finally decided,Very happy I finally decided to order this pair of sandals! Stylish and very comfortable. Works with both casual summer dresses as well as shorts and jeans. Just finished a trip to both Chicago and Boston and wore them almost continuously while exploring the streets of both cities! I have wider feet,300.0,Woman's,5.0,0.8828791379928589,False,"['size_and_fit', 'comfort', 'style_and_appearance', 'type_of_shoe', 'wearability', 'meta_terms']",3,1.0
119,Womens-sandals,Bigmona,09/10/2024,5.0,True to size,Not specified,Verified Buyer,Great sandals!! I would like,Great sandals!! I would like to buy more items. They are very comfortable and stylish.,86.0,Woman's,5.0,0.8348829746246338,False,"['comfort', 'style_and_appearance', 'type_of_shoe', 'purchase_experience', 'meta_terms']",3,1.0
120,Womens-sandals,Bigmona,27/07/2024,5.0,Small,Not specified,Unverified,Cute chunky sandals,Love these! Cute chunky look. They run small. I usually wear in 9 in Steve Madden and had to return for 9.5. I just wish the white raffia was more durable because it already looks a little fuzzy and shows a little wear after wearing them twice. Probably choose a different color if you want to wear every,304.0,Woman's,4.0,0.6450287103652954,True,"['size_and_fit', 'style_and_appearance', 'purchase_experience', 'wearability', 'meta_terms']",1,0.7620853147084781
121,Womens-sandals,Bigmona,04/09/2024,5.0,Too Big,Not specified,Verified Buyer,Classy shoes.,"Love love love. 
Run true to size and they just make me fell “classy “ when I wear them. 
I’m 72 but have no problem with the height",132.0,Woman's,5.0,0.8127940893173218,False,"['size_and_fit', 'style_and_appearance', 'purchase_experience', 'wearability']",105,1.0
122,Womens-sandals,Bigmona,30/07/2024,5.0,True to size,Not specified,Verified Buyer,Stylish and comfortable,"I got these online in a size 12 after my daughter saw them in a store where the women sizes stopped at 10. She loves them - super comfortable, a style that is feminine but fierce, platform soles which add to her already considerable height. Thank you for making this gorgeous glamazon sandal! Would definitely",309.0,Woman's,5.0,0.79130619764328,False,"['size_and_fit', 'comfort', 'style_and_appearance', 'type_of_shoe', 'purchase_experience', 'meta_terms']",1,1.0
123,Womens-sandals,Bigmona,05/09/2024,5.0,Small,Not specified,Verified Buyer,Review,"Love the shoe! Runs very small. Recommend a Whole size up. Normally a size 8, had to get a 9.",93.0,Woman's,5.0,0.5591511726379395,False,"['size_and_fit', 'type_of_shoe', 'purchase_experience', 'meta_terms']",-1,0.0
124,Womens-sandals,Bigmona,11/09/2024,5.0,Small,Not specified,Verified Buyer,I’m size 6 but for,I’m size 6 but for better Comfort I should when up size 6 1/2,61.0,Woman's,3.0,0.5055111646652222,True,"['size_and_fit', 'comfort']",1,1.0
125,Womens-sandals,Bigmona,02/08/2024,5.0,Not specified,Not specified,Verified Buyer,The best purchase I've ever,"The best purchase I've ever made, versatile and very comfortable, right size",76.0,Woman's,5.0,0.9609718918800354,False,"['size_and_fit', 'comfort', 'purchase_experience', 'meta_terms']",-1,0.0
126,Womens-sandals,Bigmona,10/06/2024,5.0,True to size,Not specified,Verified Buyer,Love them.,They are so great. I wear them to work they are very comfortable on my feet. The leather is very good quality and the platforms give me a lot of high. Thinking of getting more in a different color. Ordering on the website is very easy and the shipping was fast too.,265.0,Woman's,5.0,0.8735166788101196,False,"['comfort', 'style_and_appearance', 'quality_and_material', 'type_of_shoe', 'purchase_experience', 'wearability', 'delivery', 'meta_terms']",-1,0.0
127,Womens-sandals,Bigmona,26/08/2024,5.0,True to size,Not specified,Verified Buyer,Love!!!,I love these sandals!! Second pair purchased. I have two others in my cart!! I want them in every color!!,105.0,Woman's,5.0,0.9528781175613403,False,"['style_and_appearance', 'type_of_shoe', 'purchase_experience', 'meta_terms']",11,0.7542782597917728
128,Womens-sandals,Bigmona,16/08/2024,5.0,True to size,Not specified,Verified Buyer,Love!❤️,Love these! So comfortable and so on trend!,43.0,Woman's,5.0,0.9249145984649658,False,"['comfort', 'purchase_experience', 'meta_terms']",24,0.6290889348371762
129,Womens-sandals,Bigmona,11/07/2024,5.0,Small,Not specified,Verified Buyer,Run small. Happy with purchase.,"Comfortable! Runs small. I’m usually size 8, for these in 8.5 thanks to other reviewers recommendations. So glad I listened and sized up. 8.5 just fits. Maybe 9 would been better? But 8.5 fits.",193.0,Woman's,4.0,0.6019586324691772,True,"['size_and_fit', 'comfort', 'purchase_experience', 'meta_terms']",1,1.0
130,Womens-sandals,Bigmona,03/07/2024,4.0,Small,Not specified,Verified Buyer,Comfy and cute,"These are very cute and comfy. I listened to the reviews and went a half size up and it was perfect (normally an 8).My only nitpick feedback would be that they squeak, the cushioning is great but don't seem to form as well to my feet like the black ones. Perhaps, I just need to break them in more. Overall",306.0,Woman's,4.0,0.8396590352058411,False,"['size_and_fit', 'comfort', 'style_and_appearance', 'purchase_experience', 'meta_terms']",1,0.6835829445883688
131,Womens-sandals,Bigmona,03/06/2024,5.0,Not specified,Not specified,Verified Buyer,Sized up .5 and perfect,Still trying to decide if I think they are cute or just super thick and not working for me but they feel so comfy and like good quality. Super glad I read other reviews about sizing up. I’m normally an 8. Needed an 8.5. I added a picture of an A&F shoe that I wear an 8 in for reference.,287.0,Woman's,4.0,0.5355688333511353,True,"['size_and_fit', 'comfort', 'style_and_appearance', 'quality_and_material', 'type_of_shoe', 'purchase_experience', 'wearability', 'meta_terms']",1,0.8589605946538038
132,Womens-sandals,Bigmona,13/08/2024,5.0,True to size,Not specified,Verified Buyer,Great sandal,I have the Mona and when I saw the BIGMONA I knew I needed an upgrade. Super comfortable and perfect for summer trips.,118.0,Woman's,5.0,0.7674607038497925,False,"['size_and_fit', 'comfort', 'purchase_experience', 'meta_terms']",-1,0.0
134,Womens-sandals,Bigmona,29/08/2024,5.0,True to size,Not specified,Verified Buyer,These shoes are very cute,These shoes are very cute and comfortable.,42.0,Woman's,5.0,0.7028148174285889,False,"['comfort', 'style_and_appearance', 'type_of_shoe', 'meta_terms']",26,1.0
135,Womens-sandals,Bigmona,04/07/2024,3.0,True to size,Not specified,Verified Buyer,This is a stacked shoe,Not platform but higher than the original Mona shoe that I LOVED. I still like them but I wish I paid attention to the shoe description. Also they give a little hiss when you walk. I guess I have to break them in. But I definitely am not wearing them to the event I planned to untill they're more comfy.,303.0,Woman's,4.0,0.4899260997772217,True,"['comfort', 'type_of_shoe', 'purchase_experience', 'wearability']",-1,0.0
136,Womens-sandals,Bigmona,15/08/2024,5.0,Too Big,Not specified,Verified Buyer,Very cute! The quality of,Very cute! The quality of the sandal is high very supportive sandal.,68.0,Woman's,5.0,0.687585711479187,False,"['style_and_appearance', 'quality_and_material', 'type_of_shoe']",8,1.0
137,Womens-sandals,Bigmona,28/07/2024,5.0,True to size,Not specified,Verified Buyer,"They feel so comfortable, they","They feel so comfortable, they look super cute! They are true to size. I looking forward to buying another pair soon.",117.0,Woman's,5.0,0.7667939066886902,False,"['size_and_fit', 'comfort', 'style_and_appearance', 'purchase_experience', 'meta_terms']",16,1.0
138,Womens-sandals,Bigmona,15/08/2024,5.0,Small,Not specified,Verified Buyer,Perfect,It definitely runs 0.5 small. So size up. Happy I read the reviews,66.0,Woman's,4.0,0.2451818883419037,True,"['size_and_fit', 'meta_terms']",54,0.975560567007965
139,Womens-sandals,Bigmona,30/06/2024,4.0,True to size,Not specified,Verified Buyer,"Super cute sandals. Great quality,","Super cute sandals. Great quality, they look great and pretty comfortable but they do make a suction noises when walking which is annoying! I’ll need to figure out what to do for that . Maybe place some bandaids on the arch of my feet .. ?!?!?",243.0,Woman's,4.0,0.6431043148040771,False,"['comfort', 'style_and_appearance', 'quality_and_material', 'type_of_shoe', 'purchase_experience', 'wearability', 'meta_terms']",3,1.0
